userName,score,at,content
Ai Dewi,5,05/07/2023 08:55:00,Sangat membantu
Wahyudi srw,5,05/07/2023 08:54:00,penjemputan dan sampai ketujuan cepat dan aman
Hinda Gojali,5,05/07/2023 08:53:00,Bagus
ANDRE R9 BLI,5,05/07/2023 08:52:00,Nyaman
robiyanto kapuas,5,05/07/2023 08:52:00,sopir menyenagkb
enos 46,5,05/07/2023 08:49:00,Npa slalu lambat
Tanto Aku,5,05/07/2023 08:49:00,Aplikasi ini sagat bagus sekali
Ahmad Dardiri,5,05/07/2023 08:44:00,good job
Muhammad Fahmi,5,05/07/2023 08:43:00,Tolong bantuannya agar voucher paling murahnya otomatis terpasang
"fara,as id",1,05/07/2023 08:40:00,Ga bagus
Friska Hutasoit,5,05/07/2023 08:39:00,Banyak sekali promo nya
Jihan Athanuha,5,05/07/2023 08:37:00,Grabnya tidak bisa knp sih tolong dibagusin
Khafid Zain,3,05/07/2023 08:27:00,map nya ngak update
Laras Setianti,1,05/07/2023 08:26:00,Saya baru saja order grab food pakai credit card tapi saya tak dapat saya punya orderan .. why?? End grab pun tak bagi saya apa-apa kenapa boleh macam ini ya??
Nining15 Kasmani,5,05/07/2023 08:22:00,alhamdulillah.. selamat sampai tujuan.. pengemudinya ramah dn membantu
Dinar Cantika,5,05/07/2023 08:21:00,mantap
ai hutapea,5,05/07/2023 08:19:00,drivernya baik'ramah'ganteng
Hoer Udin,2,05/07/2023 08:17:00,"Kalau bisa grab mobil, jangan semuanya harus masuk tol, apa lagi gak kordinasi atau ber tanya dulu sama costomer nya, kan yang naek grab mobil gk semuanya orang kerja kantoran, kebanyakan kuli bangunan pake jasa nya, cuma orng kuli bangunan uang pas buat ongkos"
Andi Triyawan,5,05/07/2023 08:17:00,sangat membantu
Arif Hasani,5,05/07/2023 08:12:00,membantu
Sherla Inelia maharani,4,05/07/2023 08:11:00,lumayan
Ros Mawati,5,05/07/2023 08:08:00,ramah
BM YAHYA,5,05/07/2023 08:08:00,Good
yetty manakutty,5,05/07/2023 08:03:00,Tidak dapat menginstal aplkasi grab
Yudi Sheky,1,05/07/2023 08:00:00,Lemottt aupdet nya
junet kuncir,5,05/07/2023 07:54:00,yea oke banget
Gus Malinda,5,05/07/2023 07:52:00,sangatlah ramah
Dhany Junjang,5,05/07/2023 07:41:00,Ok
heru budiyono,5,05/07/2023 07:35:00,terima kasih...driver nya sangat ramah
arby Cahyadi jaya,4,05/07/2023 07:31:00,good
Tri Yono,5,05/07/2023 07:28:00,nyaman
Hana Maryana,5,05/07/2023 07:25:00,Ok sangat bermanfaat
Kepin Anggoro,1,05/07/2023 07:20:00,Aplikasi jelek grabbike mahal
Kok Kok petok,1,05/07/2023 07:07:00,"Kalo minta update/pembaruan, harus nya masih bisa tetap dibuka, dipakai buat pemesanan, ini minta update/pembaruan tapi tidak bisa dibuka, grab lama2 makin payah, bikin susah orang aja, pas lagi dijalan butuh mau pesan jadi tidak bisa pesan grab karena harus nunggu proses pembaruan dulu, terpaksa pesan di aplikasi pesaing si kuning dan hijau lain nya"
Masnur Zhahra,1,05/07/2023 07:04:00,"Saya pengguna lama grab ini kenapa banyak berbagai biaya sih biaya parkir ( ga selalu tempat bayar parkir kali ), biaya pemesanan, biaya kemasan, ongkir sekarang gila-gilaan padahal kita juga terkadang kasih tips kok ke driver, pilihan diskonnya ga menguntungkan lagi untuk konsumen, hanya mau makan 1 ayam geprek aja bisa bayar >50k karena tambahan biaya ini itu. Aplikasi ini sekarang fungsi & tujuannya untuk apa ??"
marpaung alfauzil,3,05/07/2023 07:02:00,baik
Resti Afryni,3,05/07/2023 06:56:00,ðŸ™?
babu,1,05/07/2023 06:50:00,Apk nmakama
Sofuan Sofuan,5,05/07/2023 06:47:00,tingkatkan oenghasilan bersama GRAB
Hendra Hazlam,5,05/07/2023 06:44:00,baik dan ramah
Michael Permana,5,05/07/2023 06:37:00,oke
prabowo budi,5,05/07/2023 06:36:00,pengemudi sangat sopan
Yuli Wulandari,5,05/07/2023 06:24:00,terima kasih
Felix & march,5,05/07/2023 06:20:00,Kerennnn
Shanum El hazimah,5,05/07/2023 06:15:00,terimakasih....
Unyil Ganteng,5,05/07/2023 06:13:00,ðŸ‘?ðŸ‘?
Toto Ztx imortal,3,05/07/2023 06:10:00,Bagus
kelly ratna,5,05/07/2023 06:07:00,ok
Salna Oktaviani,5,05/07/2023 06:07:00,nyaman terimakasih
Boy Watum,5,05/07/2023 06:02:00,sangat membantu
Dini Hanifah,5,05/07/2023 05:58:00,terima kasih
Pretty Kurnia,1,05/07/2023 05:50:00,Ini driver nya tolong di edukasi yaaa.. udah menunggu lama main cancel gitu aja !!!! Dan marah marah pula
KY Han,1,05/07/2023 05:48:00,Kenapa akhir akhir ini aplikasi makin jadi kacau ya... Saya mau beli grabfood Dengan metode pembayaran tunai gak bisa?? Itu kira kira kenapa ya minn.... Tolong di teliti lagi dong buat pembayaran nya
I.A.J Gaming (I.A.J),1,05/07/2023 05:39:00,Lol update mulu apk nya
Adi Simarmata,5,05/07/2023 05:37:00,"sudah bagus, smoga makin baik pelayanannya.. thnkz grab"
Edward Usboko,5,05/07/2023 05:36:00,good job
Dina Widyastari,2,05/07/2023 05:33:00,Sangat menyesalkan
Evan Tan,5,05/07/2023 05:30:00,baik dn sopan
Wahyuu Rahmat01,5,05/07/2023 05:29:00,sangat membantu
Samsil Riyadi,5,05/07/2023 05:28:00,mantap
kasimun mun,5,05/07/2023 05:24:00,mantap tepat waktu
CHamem Suu,2,05/07/2023 05:24:00,Sayang nya basic map nya tidak by google. Jadi agak susah buat cari alamat.
Ayah Mumtaz,5,05/07/2023 05:21:00,makasiiiihhh...
Apud Mahfudin,5,05/07/2023 05:21:00,Membantu
Bian Regoel,4,05/07/2023 05:09:00,cukup membantu
Muhammad Afin Dinata,5,05/07/2023 05:08:00,Sangat bagus
Adipati Langgeng Jaya kapuspa,5,05/07/2023 05:07:00,bagus drivernya ramah dan sabar
RAUG RAUG SIJULANG,5,05/07/2023 05:06:00,terjangkau
Ahmad Ashif,5,05/07/2023 05:06:00,Ramah
emelinda apriani,1,05/07/2023 05:04:00,White screen terus. Capek !
Hastuti 3,5,05/07/2023 04:57:00,Mantaab..
Ade Surya,5,05/07/2023 04:51:00,nyaman
Junet vampire,4,05/07/2023 04:49:00,sangat membantu
Ayu Sarastami,4,05/07/2023 04:46:00,bagus tp yaa mahal bgt bund
Cetik Loveayah12,5,05/07/2023 04:39:00,terbaik
Rivankha Adilla,2,05/07/2023 04:37:00,"Kadang bingung fungsi nya pengantaran hemat, karna harga yg dibayar sama aja kaya harga yg standar. Masa harga yg di kurangin bukan harga yg kita bayar tapi harga yg ada dirincian bawahnya aja wkwk"
Coky Aja,5,05/07/2023 04:34:00,ok
Ahmad Nasiin,5,05/07/2023 04:31:00,"menyelesaikan masalah,tenang dan aman"
Sri Mintarsih,5,05/07/2023 04:30:00,baik
Handoko Setiawan,5,05/07/2023 04:29:00,mantab
ramlah sm,5,05/07/2023 04:24:00,Memuaskan
Eneng Syamsiah,5,05/07/2023 04:11:00,GOODðŸ‘?ðŸ‘?
Tri Haryanto,1,05/07/2023 04:08:00,Suruh updet terus
Yunia Lisa,1,05/07/2023 04:07:00,Males banget suruh update mulu mana ribet banget login nya harus pake fb
Dita Lestari,5,05/07/2023 04:07:00,baik
Mila Madhuri,5,05/07/2023 03:58:00,baik ramah
Niken Dancell,5,05/07/2023 03:57:00,pelayanan bagus ramah dan sopan
frido mba,5,05/07/2023 03:55:00,terima kasih
ADI NUGRAHA,1,05/07/2023 03:53:00,Susah buat verifikasi
Dewi Christina,1,05/07/2023 03:51:00,"payah lo grab ,di perbarui mlh susah loding nya tulisan tdk menanggapi terus , PEMBARUAN TERUS , MA LES woiii jgn update mulu pembaruan dlm sebulan bisa 4x busetttty.tambah PARAH NIH GRAB"
jhon afief,5,05/07/2023 03:44:00,ok map ny g ngacok TOP BGT LAH
Rekha dirgahayu rudiana putry,5,05/07/2023 03:42:00,alhamdullilah layanan grab masih bagus sampai sekarg
Muhammad Husain Iltizam,5,05/07/2023 03:34:00,Harga ny terjangkau
Ari Novemberio,1,05/07/2023 03:31:00,Tanpa mitra2 kalian bukan apa2 di negara ini... Jangan kalian pandang mitra2 kalian sebelah mata dan mentuhan kan para pelanggan kalian... Karna mitra lah kalian bisa berdiri dan dapat makan di negri ini...
Heru Susanto,4,05/07/2023 03:22:00,Bermanfaat
Teti Herawati,5,05/07/2023 03:19:00,ok
Anhy Heriani,4,05/07/2023 03:19:00,baik
es buah rumput laut palu garuda,2,05/07/2023 03:17:00,"Yang bikin mahal grab ini krna ada biaya pemesanan 3rbu ,coba hilangkan biaya pemesanan ituu kan sudah ada potongan komisi dari driver dan resto"
Ridwan Kamiell,5,05/07/2023 03:17:00,"senang hati pake aplikasi ini, amann"
Abdul Karim,1,05/07/2023 03:06:00,Dulu sebelum taksi hancur dan sepi gara2 gojek banyak supir taksi yang nolak2in penumpang. Kita udah masuk taksi terus diusir keluar karena jarak deket atau lainnya. Sekarang go car udah mulai sering nih nge cancel2 pelanggan. Ngasih banyak alesan dll. Tolong perbaiki kualitas driver go car nya. Kalau perlu yang bermasalah2 jangan dikasih kesempatan dapet penumpang. Biar para driver bermasalah segera nganggur dan makin miskin dan driver yang berkualitas bisa makin makmur
Salmatussho'diyah Baizuroh,2,05/07/2023 02:50:00,MAKIN MAHAL WEEEðŸ˜­ðŸ˜­
seno brahmantyo,5,05/07/2023 02:46:00,pertahanin ratingnya sumpah drivernya ramah buanget puol deh hehehe and.....terus jdi apk legal juga yg bisa selalu ada untuk semua orang waktu butuh kendaraan untuk keluar
Hudi Bono,5,05/07/2023 02:29:00,ok
Rinentis Pranasmara,3,05/07/2023 02:24:00,Sekarang lebih sering minta update terus
Aris Boy,5,05/07/2023 02:17:00,Sangat membantu
Novia Diah Kumala Sari,5,05/07/2023 02:09:00,good
Mobile Legend,1,05/07/2023 02:08:00,Gak bisa order grab car
ardi penyayang,2,05/07/2023 02:05:00,peta digrab tidak bagus sangat jelek
Erik Firmansyah,1,05/07/2023 02:00:00,Bosen lagiÂ² minta update trs
Adelia Ahmad (Shiba),5,05/07/2023 01:58:00,mantul buat saya.mantap betull..
Mas Ari,5,05/07/2023 01:39:00,mantab
Amalia Khaerani,2,05/07/2023 01:02:00,"Ini kok oops something went wrong trus ya,, ak mau masuk gtu trus,, jdinya gk bisa pesan makan,, gmana dong ini"
Turmudi AR,5,05/07/2023 00:57:00,Agak sulit memasukkan alamat pick up point nya
Tuti Nurhayati,5,05/07/2023 00:52:00,pengemudi nya baik
Ida Farida,5,05/07/2023 00:37:00,ramah dan baik pelayanan bapak ini
Deasy Lokat,5,05/07/2023 00:32:00,Ok
Andra Ivan,5,05/07/2023 00:31:00,suka
Salsabila,5,05/07/2023 00:27:00,Bagus banget kakakakkakakakkakWOAKWIAKAIIAKA
must tris,5,05/07/2023 00:21:00,Terima kasih banyak
Siti dalfa Anggraeni Ramadhan,5,05/06/2023 23:56:00,Bagus tapi maps nya g nemuin daerah Deket aku Padahal disana ada yayasan gitu tapi dicari disini g ada di peta juga gbada namanya
Jacky Boy,4,05/06/2023 23:52:00,murah dan efisien
Muhaeimin Imin,4,05/06/2023 23:51:00,ok maksimal
Enry Sulisty Soul,5,05/06/2023 23:48:00,rasa fresh..panas...wenaaxxx ..sy dr Surabaya kbtulan brmalam di Yogya..sangaaat puwazzzz..
Lia Basuni,5,05/06/2023 23:36:00,Naik Grab itu.aman dan menyenangkan
Toto Parabak,1,05/06/2023 23:19:00,Kenapa saya tidak bisa mendaftar padahal saya belum pernah pakai malahan katanya ajukan naik banding
ENGGIANUS KOGOYA,5,05/06/2023 22:44:00,Bagus
Resi Suciati,1,05/06/2023 22:28:00,Kenapa aplikasi saya selalu gagal menghubungkan server grab coba tolong dibantu
Udi,5,05/06/2023 22:17:00,semuanya bagus
82,2,05/06/2023 22:16:00,"Sudah sering ngalamin Grabcar daerah Jakarta sering kali tidak bergerak dan tidak merespon saat di chat dengan maksud ingin calon penumpang yang membatalkan pesanan saat driver tidak menginginkan pesanan tersebut. Mohon Grab meningkatkan hal ini, misalnya memberi batas waktu balas chat penumpang, jika tidak balas mungkin rate bisa dikurangin atau lainnya."
Subarkah Barkah,4,05/06/2023 22:08:00,Cpat akurat
Adunk Rahman,5,05/06/2023 22:05:00,enak
Khairil Ikhsaan,1,05/06/2023 21:50:00,Aplikasi ngak jelas lama lama pembayaran masa di tolak
maryam azzahra,4,05/06/2023 21:27:00,Grab
Woro Arisanto,5,05/06/2023 20:55:00,ramah dan sopan
Kelvin Daud,5,05/06/2023 20:06:00,Lebih bagus dari gojek
Lintang Cahya,4,05/06/2023 20:04:00,sangat membaantu
Slamet Rifai,1,05/06/2023 19:43:00,Makin kesini apk'nya makin aneh di-update susah amat
Jam'ul Suwardi,5,05/06/2023 19:24:00,baik
Nurul Ulfa,5,05/06/2023 19:06:00,Banyak promo!! Best banget
Keysha Kikan,5,05/06/2023 18:45:00,lumayan enak
Dakhli Julianta,4,05/06/2023 18:32:00,harus banyak untuk lokasi penjemputan
Edyway Bejo,5,05/06/2023 18:07:00,ok
Taufik Syarif,5,05/06/2023 17:01:00,gud %
Asx Aka,5,05/06/2023 16:47:00,Ok
Dede Akhmero,1,05/06/2023 16:39:00,"Penurunan performa makin buruk, kebanyakan jenis biaya"
Arief 24,4,05/06/2023 16:37:00,og
Topik Hidayah,5,05/06/2023 16:30:00,"Drivernya baek,ramah dan tepat waktu"
Ika Kitty,5,05/06/2023 16:10:00,Mantap
Akbar Azhari,5,05/06/2023 16:00:00,banyak promonya
Dwi Agustino,5,05/06/2023 15:51:00,ãƒ¾(ï¼¾-ï¼¾)ãƒŽ jadi lebih mudah dan membantu
Doni Sakaw,5,05/06/2023 15:51:00,good
Erik Sun dong yang,3,05/06/2023 15:48:00,sangat baik
Warjo Elek,5,05/06/2023 15:42:00,terimakasih
Ramadan rabbic Network,1,05/06/2023 15:37:00,Narik yang rantingnya bagus ajah udah pasti baik
Ahmad Riezal,5,05/06/2023 15:01:00,baik
Abdul Rohim,5,05/06/2023 14:59:00,good job
Hariz Syaputra,5,05/06/2023 14:58:00,terimakasih
Dodi Dodi,5,05/06/2023 14:49:00,Sangat membantu
Youyo gaming,1,05/06/2023 14:45:00,"Tambah lagi masalah.. order udh diambil semua perkaraa resto gk jelas dan ttp terpaksa cancel bukan karna kemauan, setelah nya orderan dibikin sepi.. kan cacat sistem nya.. yg salah mitra resto mitra driver kena imbas.. sehat!?"
tidak ada nama,5,05/06/2023 14:39:00,Good
Apip Hudaya,2,05/06/2023 14:30:00,"UNINSTAL LAGI !!! KAPOK, Dapet driver temprament"
Alfyan Syach,4,05/06/2023 14:28:00,ok
Erniya sajo,5,05/06/2023 14:11:00,Sangat membantu. Solusi cepat untuk bepergian kemana mana. Terima kasih grab ðŸ‘?
Novaliah Yuspan,5,05/06/2023 13:57:00,memuaskan
Yulianti Yulianti,1,05/06/2023 13:55:00,Jelek sy ksih 1 bintang
Mutiara Ardi,4,05/06/2023 13:50:00,Aplikasi ini minta update mulu
DWI JKT1,5,05/06/2023 13:49:00,good
Amin Fhn,5,05/06/2023 13:46:00,sangat baik
Siti Nur Shoimah,1,05/06/2023 13:46:00,"ga worthit, pesen makanan mahal bngt gilak, ongkir ga kira kira padhl dket. belum lagi biaya pemesanan, biaya parkir etdahhhh! kode promo juga kadang gabisa dipake, pke grab bike/car mahal bngtt, jarak nya ga sampe ribuan km pdhl. tolong lah diperbaiki, jngn mentang mentang udaa banyak pengguna nya jadi segala sesuatunya dinaikin. kalo gtu bikin org males pke lagi! sya pelanggan udah bertahun tahun, tapi stiap thunnya mkin kacau aja ni grab."
Ayu Fitriyah Br Tarigan,1,05/06/2023 13:33:00,Lelet Aplikasi nya ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
Desy Tria Arini,1,05/06/2023 13:29:00,"Makin kesini makin ga jelas,.biayaÂ² makin banyak beli makan yg cuma 18k bgtu pesan totalnya ga masuk akal bisa smpe 40k lebih.. parah sih pdhl harga makanannya uda di naikin msh ada aja tambahan biaya lainÂ²...parah!!"
Mbah Tenggarong,5,05/06/2023 13:28:00,ok
tiara rizky cahyani,5,05/06/2023 13:28:00,responnya cepatttðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©
Bui Capok,5,05/06/2023 13:23:00,bagus semoga sehat selalu
Saifi Ibrahim,5,05/06/2023 13:20:00,sangat membntu
Novati Kiding,5,05/06/2023 13:08:00,sangat profesional
Fery Irawan,5,05/06/2023 13:06:00,sangat membantu perjalanan q di malaysia
ASIFA dwi zaskiana putri,5,05/06/2023 13:04:00,Bagus sangat memuaskan
Abadi Bagas,5,05/06/2023 13:03:00,sangat membantu..
ovi,1,05/06/2023 12:59:00,Woy padahal warung tutup. Udah di cancel ama drivernya. Malah dipindah ke driver lain ampe 3 x. BAD ðŸ‘Ž HEH SAYA EDIT NIH YA . PERBAIKI DONK APK MU. BERKALI2 KENAPA KALO WARUNG TUTUP ITU CLOSE ORDER. BUKAN DI TERUSIN KE DRIVER LAIN. KASIAN TAU GA DRIVER LAIN. KALO ADA BINTANG 0 SAYA KASIH BUAT GRAB.
Sartini Sari,5,05/06/2023 12:54:00,Baguss..sngat membantu
MariaFransiska Bujak,3,05/06/2023 12:47:00,Untuk tarif masih amanlah tp kecewa ama mapsx yg dibuat mutar2 kliling kota. Yg harusnya 15 mnit jd 30 menit nyampe karna klamaan dijalan. Driverx jg terpaku sama maps ga bisa cari jalur yg lebih cepat sampe tujuan. Mau dibintangi 1 kasian. Plislah grab update mapsx customer jg cape diajak mutar2 dijalan aplg low customerx lg butuh cepat. Makasih
Dian Iman Diputra,5,05/06/2023 12:44:00,Good
Ismail Choir,5,05/06/2023 12:43:00,"sanggat membantu sekali, semoga semakin baik dan terus maju"
Mamat Heri,4,05/06/2023 12:41:00,U wow
Hendirna Thayzar,5,05/06/2023 12:40:00,mantap
Dion Pratama,5,05/06/2023 12:39:00,mantap
Rafael Gibran,5,05/06/2023 12:35:00,ok.. sampe tujuan
AnjayMAbar,5,05/06/2023 12:28:00,good
Maftukhul Ngaqli,4,05/06/2023 12:25:00,Keren
Laila Damyanti,5,05/06/2023 12:23:00,Bagus
Salma Wati,5,05/06/2023 12:23:00,bagus
Sukarno Dompu,5,05/06/2023 12:20:00,ok
A.R. Bagas Danang Haditio,1,05/06/2023 12:19:00,Jadi bad
Indri Ayat,1,05/06/2023 12:18:00,"Aplikasinya maksa minta di update mulu, gak semua hp memorinya gede, emangnya hanya ini aplikasi doang isinya.. males banget minta update maksa kalo gak di update gak bisa dipake.. delete deh sekalian"
Usep SutianaRBB,5,05/06/2023 12:16:00,mempermudah urusan
nani suryani,3,05/06/2023 11:59:00,"kadang dpt drive ojolnya jauh banget dri tempatt jemputt aku, jdi ga bisa dipake buat buru buru nihhh"
hafizh argani,4,05/06/2023 11:55:00,bagus
Aisyah Ratnasari,5,05/06/2023 11:54:00,nyaman
agung jdono,5,05/06/2023 11:52:00,Yuhu
Sugi,5,05/06/2023 11:52:00,sngt memuaskan
Leetha fhina,1,05/06/2023 11:52:00,"ini kenapa tidak bisa di update aplikasinya, sudah dihapus mau instal kembali eh tambah nda bisa, kenapa aneh begitu???"
Yudha neo,5,05/06/2023 11:44:00,"Pelayannya baik, ketika semua driver di aplikasi lain sibuk untuk jemput antar makanan driver di grab selalu ada !! Mantap"
Umi Atu,5,05/06/2023 11:44:00,Bagus
Siren Sunshine,5,05/06/2023 11:34:00,"Okeee saya ubah ulasan saya barusan setidaknya uang saya kembali jadi saya bisa pesen ulang geprek yang saya mau, dan cepet pengembalian dananya. Tapi tetep untuk sangat saya sarankan upgrade aplikasi jika sesi berakhir tetap bisa menghubungi drivernya, jadi saat driver salah memberikan barang dll masih bisa minta antarkan kembali."
Heri Suhestiono,5,05/06/2023 11:29:00,grab driver nya sangat cekatan dan baik pelayanannya pada konsumen
Ghorby Am,1,05/06/2023 11:25:00,"apk nya sudah tdk bisa di update , makin ke sinii makin aneh"
Herman Baso,5,05/06/2023 11:21:00,Download aplikasi nya sulit
Eva Novita Sari,2,05/06/2023 11:15:00,Gilaaaa naik drastis mo naik grabcar. Harga bisa 2kali lipat sama aplikasi sebelah pas hujan gini. Apa cuma aku aja ya yg ngerasa makin mahal
Much Yandik,5,05/06/2023 11:12:00,mantap
Errick Pandawa,5,05/06/2023 11:12:00,terima kasih grab
Suci Nadia ayu,5,05/06/2023 11:09:00,Saya kasih bintang 5. Karna sekarang grab banyak promonya lagi
Tc Cell,3,05/06/2023 11:04:00,Bagus
Erni Nasrianty Natsier,3,05/06/2023 10:54:00,"Bagus banget aplikasinya,, tp promonya agak lamaan dikit dong. Jgn sering"" d update apalag klo promonya cmn itu sj"
Ema Nurasria,3,05/06/2023 10:53:00,"Buka ap.grab ada pemberitahuan untuk update.. tp stelah mau mengupdate tiba2 pmberitahuan gagal tidak bisa mngupdate,, sudah beberapa kali dicoba juga.. padahal adanya aplikasi ini sngat membantu saya"
Hasan Sadali,5,05/06/2023 10:44:00,"sehat "" terus mas"
Sri Rahayu,5,05/06/2023 10:32:00,Ok
Harmiella Patontonan,1,05/06/2023 10:28:00,Aplikasi yg sngt jlk
Iswahyudi Iswahyudi,5,05/06/2023 10:28:00,trma kasih driver nya ramah n amanah
Hamdani Dani,5,05/06/2023 10:27:00,memuaskan
Nur Laifah,5,05/06/2023 10:27:00,Alhamdulillah sopirnya ramah
Rukti Windriati,5,05/06/2023 10:25:00,tanggung jawab bagus
Erik Sopian,5,05/06/2023 10:22:00,ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?
Zahra Putri,5,05/06/2023 10:22:00,gk bisa di update
Wong Djowo,5,05/06/2023 10:09:00,Sangat penting untuk pemesanan online
Yudi Rahman,5,05/06/2023 10:01:00,ajeb
Akhmad Khadik,5,05/06/2023 09:58:00,Good
ABDUL MALIK,1,05/06/2023 09:54:00,"Harga di Up terlalu tinggi,, sama aja ambil untung sendiri, ongkir sudah mahal, harga makan tiap item juga d up,, hadeeeeeehhhhh"
Uda Jeprek,1,05/06/2023 09:48:00,Loading mulu samps gak bisa mesan padahal sdh isi ovo malah gak jadi gara-gara loading mulu grab sekaranv jelek
Nurul Ismarullah,5,05/06/2023 09:44:00,best layanan nya
Budi Nurtjahjadi,5,05/06/2023 09:44:00,good
Kevin N Philippus,1,05/06/2023 09:44:00,Tidak bisa memverivikasikan kode
Anita Nurfaiz,5,05/06/2023 09:43:00,"Kok mau langganan VIP Unlimited lagi gabisa ya? Kmrn2 gagal diperpanjang krna lupa isi saldo, skrg mau perpanjang lagi muncul tulisan ""Ada yang salah"" udh coba berkali2 gagalðŸ˜­"
Syahroedin Udin,5,05/06/2023 09:42:00,Siip dah
andreas marco,1,05/06/2023 09:40:00,"Pengiriman pesanan sy sangat lama tiba di lokasi, alasan driver dapat 2 orderan dg beda restoran. Alhasil makanan sy mjd dingin, minuman sy mencair. Sangat buruk sekali pelayanan nya..."
fatah junaidi,5,05/06/2023 09:39:00,Ok
Mahendra Dwi saputra,5,05/06/2023 09:35:00,mantap
Gerry Syalala,1,05/06/2023 09:34:00,"Kenapa sekarang GrabFood gak bisa bayar pakai tunai, tulisannya pembayaran di tolak terus"
Laurens. Eliaser. Purimahua Lauri,5,05/06/2023 09:29:00,good
Ivan Julian,5,05/06/2023 09:28:00,Masukin nomor gampang Cara liat kodenya susah bang tolong perbaiki saya tunggu
Umi Mutoharoh,5,05/06/2023 09:15:00,puas
Rahip Ramando,5,05/06/2023 09:02:00,bagus
Aldi Wicaksono,1,05/06/2023 08:56:00,3x dapat driver bukannya dijemput malah menjauh
Duwik Saputra,5,05/06/2023 08:54:00,bagus
Rinduan dalimunthe Riduan,5,05/06/2023 08:51:00,baik
Dranzz.,1,05/06/2023 08:36:00,"Kok bisa akun saya tidak dapat diskon sama sekali, pdhl sudah berkali kali loh saya pke grab"
Nasib Situmorang,5,05/06/2023 08:30:00,Baik
rohendi riyanto,1,05/06/2023 08:26:00,Mahal paman. Ke laut aj
Julitha Sinaga,5,05/06/2023 08:25:00,Bagus
SUSANTO TOTO,5,05/06/2023 08:23:00,ðŸ‘?
siti maria,5,05/06/2023 08:11:00,terimakasih udah anter kami sampe tujuan
Rani Simbolon ya,1,05/06/2023 08:03:00,Ga bagus
Keisha D.A,3,05/06/2023 07:57:00,"Bagus sih aplikasi ini tapi masa nomor rumah saya ga ada, malah yg adanya nomor rumah tetangga saya -,-"
internet online,5,05/06/2023 07:50:00,josss
Ade Kushendar,5,05/06/2023 07:41:00,terima kasih ya pak
wisnu saputra,5,05/06/2023 07:35:00,ok
Ratna Fransiska,5,05/06/2023 07:28:00,"Cpt dpt drivernya, harga sesuai..."
Sasa Sakila,1,05/06/2023 07:25:00,sekarang harganya ongkir gak ngotak banget mahalnya harga ongkir daripada makanan tolong dikembalikan seperti semula masa harga ongkir 23ribu padahal jarak cuman 1km ngotak dikit kek kalau nge up harga gak banget udah burik nih apk
saripah samiin aprilianto,5,05/06/2023 07:22:00,cepat dan ramah
Rizqi Robbani,1,05/06/2023 07:17:00,"lama lama makin gak jelas, terutama layanan grab food. kalo restonya tutup ya nyalain dong fitur batalkan pesanannya. saya kasian sama driver yg udah otw terus malah tutup, eh pas di cancel malah di oper ke driver lain, jadi korban php para drivernya sama si resto. heran aja kadang kalo restonya tutup tapi malah di tulis buka. itu aja sih keluhannya."
